,temp,humidity,PM25,light,band1,band2,band3,band4,band5,band6,band7,lat,lon,dss
5118,27.73925,52.132666666666665,5.493083333333334,13.053666666666667,9403.916666666668,9462.583333333332,10095.6875,9814.479166666668,18025.583333333325,13685.333333333341,10902.145833333332,41.791329,-87.598677,83
5119,26.60308333333333,70.27583333333332,0.54225,79.89758333333334,9928.666666666668,10450.270833333332,11560.583333333338,11964.875,13532.145833333341,13626.520833333341,12569.416666666662,41.736593,-87.604759,83
5120,27.379208333333334,56.24212499999999,1.4960000000000002,56.71266666666667,11579.666666666662,12424.6875,13203.125,13708.4375,17022.604166666664,16556.479166666664,13846.25,41.913583,-87.682414,83
5121,28.466375,69.68741666666666,0.17208333333333334,80.56562500000003,9765.520833333332,10361.229166666668,11108.145833333338,11394.916666666662,13426.625,13640.9375,12607.875,41.764122,-87.72242,83
5122,26.788166666666665,51.243500000000004,0.6414166666666665,68.31387499999998,10661.604166666668,11049.229166666662,12515.125,12865.9375,13133.291666666659,14275.5625,13445.354166666659,41.946731,-87.68825799999999,83
5124,27.306916666666666,71.10591666666666,1.1019999999999999,55.998416666666664,11215.791666666662,11716.979166666662,12345.895833333338,12897.5,14642.145833333341,14776.229166666659,13840.3125,41.912681,-87.68105200000001,83
5125,24.665000000000003,50.44991666666667,0.7555,39.04675,11116.541666666662,12029.9375,13098.229166666662,13727.083333333341,15182.916666666659,16253.395833333341,14987.770833333341,41.823527,-87.641054,83
5127,25.815416666666664,59.80079166666667,1.346,57.33420833333332,10366.75,10744.270833333332,12096.6875,12520.770833333338,14998.1875,14956.479166666659,13968.375,41.846579,-87.68555699999999,83
5128,23.73516666666667,56.56716666666666,16.696583333333333,79.78812500000001,7707.291666666667,7756.520833333333,7863.5625,7677.645833333333,9325.520833333332,8198.645833333332,7763.395833333329,41.788608,-87.598713,83
5129,26.05266666666667,81.26183333333334,3.7462499999999994,54.21450000000001,11170.083333333338,11534.1875,12389.083333333338,12824.625,15661.0625,20703.6875,18608.854166666664,41.846897,-87.673061,83
5130,27.185,48.76441666666667,1.06375,54.04983333333333,10075.083333333332,10375.8125,11524.104166666662,11391.875,14405.083333333334,14715.9375,12966.0625,41.832578999999996,-87.64613299999999,83
5131,26.975124999999995,50.905750000000005,1.2129166666666666,67.70045833333334,10762.770833333332,11240.395833333338,12450.75,13057.4375,14768.458333333341,15099.604166666659,13943.854166666659,41.87148,-87.67644,83
5132,27.695999999999998,52.22733333333333,2.2002500000000005,42.07441666666667,9915.708333333332,10356.979166666668,10893.791666666668,11347.0,15886.0625,13116.958333333341,10994.22916666667,41.792543,-87.600008,83
5133,27.861125,50.54,2.4818333333333333,66.81133333333334,10446.8125,11256.0625,13237.604166666659,14146.916666666659,14666.625,16796.8125,16747.833333333336,41.916585999999995,-87.66640600000001,83
5134,26.161666666666665,80.51358333333334,0.22858333333333336,25.279791666666664,9861.541666666668,10470.5625,11424.041666666662,11774.833333333338,13723.708333333341,13688.875,12784.729166666662,41.722457,-87.57535,83
5135,29.72366666666667,100.0,0.6075,65.90012499999999,9872.1875,10319.333333333332,11117.145833333338,11384.791666666662,13054.875,13395.395833333341,12489.708333333338,41.880497,-87.74526800000001,83
5137,24.1035,67.66291666666666,0.8293333333333335,51.14083333333334,9904.520833333332,10263.375,11580.875,11521.0,16134.708333333341,14980.0,12944.8125,41.892003100000004,-87.6116431,83
5138,25.682333333333336,68.03750000000001,0.8868333333333335,51.10124999999999,10386.25,10947.0,12571.125,13073.666666666662,13726.291666666659,14444.625,12859.9375,41.884688,-87.627864,83
5139,26.380958333333336,49.63583333333332,4.142499999999999,55.16329166666667,9558.291666666668,9783.979166666668,10666.270833333332,10863.8125,11823.25,11598.5,11220.416666666662,41.857959,-87.65642700000001,83
5140,23.788416666666667,61.72691666666666,1.5898333333333337,51.49212500000001,11072.104166666662,11990.208333333338,13205.875,14112.291666666659,15090.104166666659,15409.666666666659,14025.541666666659,41.884607,-87.624577,83
5141,27.259041666666665,35.771833333333326,1.4418333333333333,55.64708333333332,10063.166666666668,10829.8125,11822.666666666662,12360.833333333338,13143.666666666659,13570.4375,12756.520833333338,41.903335,-87.6674,83
5142,23.560916666666667,61.679083333333324,3.5550833333333336,41.81220833333334,9028.0,9562.125,11008.875,10974.0625,17158.354166666664,14332.0,12227.166666666662,41.954825,-87.645248,83
5144,23.279791666666664,60.33599999999999,1.1819166666666667,24.602875,11689.270833333338,12805.083333333338,13864.666666666659,14860.1875,18306.0625,16062.645833333341,13239.395833333341,41.878377,-87.627678,83
5145,27.568083333333334,48.288666666666664,1.2745833333333334,23.878708333333336,10817.604166666668,11236.333333333338,11796.270833333338,12074.520833333338,17701.833333333336,15589.479166666659,13422.9375,41.9140942,-87.683022,83
5146,28.883291666666665,38.53716666666667,0.46858333333333335,33.19637500000001,11771.145833333338,11912.125,13694.395833333341,13435.125,16100.895833333341,14996.979166666659,12814.9375,41.923996,-87.761072,83
5147,29.92254166666667,38.93933333333333,4.329083333333333,55.525208333333346,12585.5,13351.458333333341,14568.125,15127.625,15748.6875,17882.666666666664,17414.854166666664,41.751295,-87.605288,83
5148,30.01258333333334,44.639166666666675,7.244666666666666,28.300250000000002,8574.854166666668,8558.8125,8710.0625,8406.47916666667,8575.1875,8300.333333333332,7945.645833333329,41.736314,-87.624179,83
5149,24.304250000000007,60.350000000000016,0.41266666666666674,53.691416666666676,11309.625,11697.520833333338,12439.479166666662,12708.583333333338,13767.333333333341,15364.833333333341,13619.729166666659,41.713867,-87.536509,83
5150,36.338625,50.89641666666666,1.5403333333333336,55.112833333333334,11951.729166666662,12798.3125,14043.354166666659,15013.020833333341,16557.583333333336,16039.8125,14383.0,41.88575,-87.62969,83
5152,27.043499999999998,66.93366666666667,0.1375,67.37570833333332,10997.270833333338,11774.0625,13117.1875,13616.5625,15232.5625,15310.625,14017.645833333341,41.65849,-87.559113,83
5153,27.933125,74.29575000000001,0.012166666666666668,80.30683333333333,10779.145833333332,11309.208333333338,12367.333333333338,12776.25,14449.5,14838.875,13785.75,41.722044,-87.60448199999999,83
5154,26.481166666666667,46.235749999999996,0.17858333333333334,53.65350000000001,10161.583333333332,10667.541666666668,11784.979166666662,12237.020833333338,12944.145833333338,13931.041666666659,13465.958333333341,41.75034,-87.66351800000001,83
5155,25.413,80.10416666666667,7.938083333333334,24.315916666666663,14276.6875,15309.208333333341,17033.708333333336,17545.833333333336,18092.375,18528.166666666664,16204.125,41.794167,-87.601646,83
5156,29.60954166666667,39.46541666666667,1.1968333333333334,34.133,12714.4375,13111.0,14874.416666666659,15551.958333333341,16672.833333333336,15627.9375,14248.625,41.751142,-87.71299,83
5157,28.030416666666667,100.0,0.005583333333333333,55.36620833333333,9888.979166666668,10421.958333333332,11747.520833333338,12216.5,13904.0625,14271.958333333341,12980.041666666662,41.714494,-87.64309899999999,83
5158,26.92095833333333,62.83975,1.203,55.75445833333334,10837.125,11252.083333333338,12006.958333333338,12566.541666666662,13900.083333333341,14585.583333333341,13505.416666666659,41.857797,-87.685806,83
5159,28.0895,47.303,0.2569166666666667,67.39791666666666,10011.0,10859.166666666668,12026.854166666662,12691.375,15042.708333333341,14991.708333333341,13768.25,41.786756,-87.664343,83
5160,27.248333333333335,100.0,7.94,34.32341666666667,27746.083333333318,29400.645833333318,30059.416666666682,31037.833333333318,34595.41666666668,33236.375,28533.75,41.794477,-87.615957,83
5161,26.971999999999998,50.153999999999996,0.26541666666666663,24.035791666666668,10285.291666666668,10837.020833333332,11903.833333333338,12282.416666666662,13415.6875,14365.729166666659,13309.125,41.768319,-87.683396,83
5162,26.87370833333334,77.19991666666668,0.5723333333333335,82.182125,10613.625,10906.416666666668,12584.729166666662,12835.875,14051.270833333341,15536.208333333341,14821.145833333341,41.965256,-87.66672,83
